"_type","email","source"
"EmailItem","datenschutz@jimdo.com","https://www.jimdo.com/info/privacy/"
"EmailItem","privacy@jimdo.com","https://www.jimdo.com/info/privacy/"
"EmailItem","datenschutz@jimdo.com","https://www.jimdo.com/info/privacy/"
"EmailItem","privacy@jimdo.com","https://www.jimdo.com/info/privacy/"
"EmailItem","privacy@trustpilot.com","https://www.jimdo.com/info/privacy/"
"EmailItem","infoprivacy@mediaset.it","http://www.mediaset.it/privacy_policy_mediaset_it.shtml"
"EmailItem","infoprivacy.dpo@mediaset.it","http://www.mediaset.it/privacy_policy_mediaset_it.shtml"
"EmailItem","privacy@gigya.com","https://www.gigya.com/privacy-policy/"
"EmailItem","privacy@gigya.com","https://www.gigya.com/privacy-policy/"
"EmailItem","privacy@sap.com","https://www.gigya.com/privacy-policy/"
"EmailItem","customers-de@uber.com","https://www.uber.com/de/"
"EmailItem","u003ecustomers-de@uber.com","https://www.uber.com/de/"
"EmailItem","35b7a43f108f4ae2b58bb92aeea003fa@www.uber.com","https://www.uber.com/de/"
"EmailItem","email@beispiel.com","https://www.uber.com/de/"
"EmailItem","u003epress@uber.com","https://www.uber.com/de/"
"EmailItem","gazzetta.it@rcsdigital.it","https://www.gazzetta.it/privacy_community.shtml"
"EmailItem","gazzetta.it@rcsdigital.it","https://www.gazzetta.it/privacy_community.shtml"
"EmailItem","privacy@rcsdigital.it","https://www.gazzetta.it/privacy_community.shtml"
"EmailItem","garante@gpdp.it","https://www.gazzetta.it/privacy.shtml"
"EmailItem","privacy@rcsdigital.it","https://www.gazzetta.it/privacy.shtml"
"EmailItem","support@quizlet.com","https://quizlet.com/privacy"
"EmailItem","privacy@privo.com","https://quizlet.com/privacy"
"EmailItem","privacy@quizlet.com","https://quizlet.com/privacy"
"EmailItem","security@quizlet.com","https://quizlet.com/privacy"
"EmailItem","privacy-eu@quizlet.com","https://quizlet.com/privacy"
"EmailItem","legal@flirt4free.com","https://www.flirt4free.com/privacy.php?mp_code=&service="
"EmailItem","customerservice@flirt4free.com","https://www.flirt4free.com/privacy.php?mp_code=&service="
"EmailItem","viewerservices@itv.com","https://www.itv.com/privacy"
"EmailItem","support@tnaflix.com","https://www.tnaflix.com/privacy"
"EmailItem","privacy@atlassian.com","https://www.atlassian.com/legal/privacy-policy"
"EmailItem","eudatarep@atlassian.com","https://www.atlassian.com/legal/privacy-policy"
"EmailItem","dpo@uber.com","https://privacy.uber.com/policy/"
"EmailItem","6a9f1e9318b145f58a8cb79185dbd590@sentry.iddqd.yandex.net","https://yandex.com/legal/privacy/"
"EmailItem","rda@dagospia.com","http://www.dagospia.com/privacy"
"EmailItem","privacy@farfetch.com","https://www.farfetch.com/de/privacy-policy"
"EmailItem","privacy@farfetch.com","https://www.farfetch.com/de/privacy-policy"
"EmailItem","web.thehindu@thehindu.co.in","http://www.thehindu.com/privacypolicy/"
"EmailItem","legal@dawn.com","https://www.dawn.com/privacy/"
"EmailItem","support@imagefap.com","http://www.imagefap.com/privacypolicy.php"
"EmailItem","rpd@freepik.com","https://www.flaticon.com/privacy-policy"
"EmailItem","info@flaticon.com","https://www.flaticon.com/privacy-policy"
"EmailItem","rpd@flaticon.com","https://www.flaticon.com/privacy-policy"
"EmailItem","support@flaticon.com","https://www.flaticon.com/privacy-policy"
"EmailItem","pdpo@g2a.com","https://www.g2a.com/privacy-policy"
"EmailItem","trust@coinbase.com","https://www.coinbase.com/legal/privacy"
"EmailItem","dpo@coinbase.com","https://www.coinbase.com/legal/privacy"
"EmailItem","privacy@coinbase.com","https://www.coinbase.com/legal/privacy"
"EmailItem","casework@ico.org.uk","https://www.coinbase.com/legal/privacy"
"EmailItem","support@sakura.ad.jp","https://www.sakura.ad.jp/privacy/"
"EmailItem","your@email.com","https://www.makeuseof.com/tag/complete-guide-windows-10-privacy-settings/"
"EmailItem","privacy@ted.com","https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy"
"EmailItem","your@email.com","https://www.makeuseof.com/tag/privacy-protecting-apps-install/"
"EmailItem","contact@makeuseof.com","https://www.makeuseof.com/legal/"
"EmailItem","service@lazada.co.th","https://www.lazada.co.th/privacy-policy/"
"EmailItem","info@roaring.earth","https://roaring.earth/privacy-policy/"
"EmailItem","info@roaring.earth","https://roaring.earth/privacy-policy/"
"EmailItem","admin@reverb.com","https://reverb.com/de/page/privacy"
"EmailItem","privacy@invisionapp.com","https://www.invisionapp.com/privacy"
"EmailItem","info@invisionapp.com","https://www.invisionapp.com/privacy"
"EmailItem","name@example.com","https://www.schwab.com/public/schwab/nn/legal_compliance/privacy/online_privacy"
"EmailItem","20bcpinfo@ag.state.nv.us","https://www.schwab.com/public/schwab/nn/legal_compliance/privacy"
"EmailItem","bcpinfo@ag.state.nv.us","https://www.schwab.com/public/schwab/nn/legal_compliance/privacy"
"EmailItem","name@example.com","https://www.schwab.com/public/schwab/nn/legal_compliance/privacy"
"EmailItem","info@haberturk.com","http://www.haberturk.com/privacy"
"EmailItem","inforequest@pelmorex.com","https://www.theweathernetwork.com/uk/about-us/privacy-policy"
"EmailItem","pohl.m@wondershare.de","https://www.wondershare.com/privacy.html"
"EmailItem","privacy@wondershare.com","https://www.wondershare.com/privacy.html"
"EmailItem","privacy@jobrapido.com","http://de.jobrapido.com/info/privacy-policy"
"EmailItem","grievanceofficer@freecharge.com","https://www.snapdeal.com/page/privacy-policy"
"EmailItem","grievances@klickpay.in","https://www.snapdeal.com/page/privacy-policy"
"EmailItem","mediarelations@snapdeal.com","https://www.snapdeal.com/page/privacy-policy"
"EmailItem","grievanceofficer@snapdeal.com","https://www.snapdeal.com/page/privacy-policy"
"EmailItem","protecciondedatos@amazon.com.mx","https://www.amazon.com.mx/gp/help/customer/display.html/ref=footer_privacy?ie=UTF8&nodeId=468496"
"EmailItem","contact@icy-veins.com","https://www.icy-veins.com/privacy"
"EmailItem","privacy@icy-veins.com","https://www.icy-veins.com/privacy"
"EmailItem","cybercid@spo.go.kr","http://www.kakao.com/policy/privacy?lang=ko"
"EmailItem","tos@oneindia.co.in","https://www.oneindia.com/privacy.html"
"EmailItem","privacyoffice@verizon.com","https://www.verizon.com/about/privacy/privacy-policy-summary"
"EmailItem","support@streamable.com","https://privacy.streamable.com/"
"EmailItem","feedback@bolanews.com","https://www.bolasport.com/static/privacy-policy"
"EmailItem","dlenterpriseprivacyoffice@mayo.edu","https://www.mayoclinic.org/about-this-site/privacy-policy"
"EmailItem","mayoinfo@mayoclinic.com","https://www.mayoclinic.org/about-this-site/privacy-policy"
"EmailItem","datenschutz@telekom.de","https://telekom.com/en/deutsche-telekom/privacy-policy-1744"
"EmailItem","client.support@mgid.com","https://www.mgid.com/privacy-policy"
"EmailItem","support@mgid.com","https://www.mgid.com/privacy-policy"
"EmailItem","privacy@mgid.com","https://www.mgid.com/privacy-policy"
"EmailItem","privacy@mgid.com","https://www.mgid.com/privacy-policy"
"EmailItem","brendonlynch@microsoft.com","https://www.redbubble.com/privacy"
"EmailItem","dpo@redbubble.com","https://www.redbubble.com/privacy"
"EmailItem","info@leanplum.com","https://www.redbubble.com/privacy"
"EmailItem","legal@sailthru.com","https://www.redbubble.com/privacy"
"EmailItem","privacy@redbubble.com","https://www.redbubble.com/privacy"
"EmailItem","mike@branch.io","https://www.redbubble.com/privacy"
"EmailItem","data-protection-office@google.com","https://www.redbubble.com/privacy"
"EmailItem","legal@redbubble.com","https://www.redbubble.com/privacy"
"EmailItem","brian@rollbar.com","https://www.redbubble.com/privacy"
"EmailItem","dataprivacy@newrelic.com","https://www.redbubble.com/privacy"
"EmailItem","privacy@visualiq.com","https://www.redbubble.com/privacy"
"EmailItem","privacy@digitalocean.com","https://www.digitalocean.com/legal/privacy/"
"EmailItem","dpo@eb.com","http://corporate.britannica.com/privacy.html"
"EmailItem","gdpr-eurep@eb.com","http://corporate.britannica.com/privacy.html"
"EmailItem","privacy@eb.com","http://corporate.britannica.com/privacy.html"
"EmailItem","privacy@exponential.com","http://corporate.britannica.com/privacy.html"
"EmailItem","privacy@olymptrade.com","https://olymptrade.com/en-us/terms/privacy-policy"
"EmailItem","help@gumtree.com","https://www.gumtree.com/privacy_policy"
"EmailItem","press@gumtree.com","https://www.gumtree.com/privacy_policy"
"EmailItem","info@pngtree.com","https://pngtree.com/privacy-policy"
"EmailItem","info@pngtree.com","https://pngtree.com/privacy-policy"
"EmailItem","info@pngtree.com","https://pngtree.com/privacy-policy"
"EmailItem","support@pornmd.com","https://www.pornmd.com/privacy"
"EmailItem","legalops@thesoul-publishing.com","https://www.adme.ru/privacy/"
"EmailItem","privacy@dreamstime.com","https://www.dreamstime.com/privacy"
"EmailItem","press@smugmug.com","https://www.smugmug.com/about/privacy"
"EmailItem","help@smugmug.com","https://www.smugmug.com/about/privacy"
"EmailItem","help@smugmug.com","https://www.smugmug.com/about/privacy"
"EmailItem","w-nws.webmaster@noaa.gov","https://www.weather.gov/privacy"
"EmailItem","contact@gamewith.co.jp","https://gamewith.jp/privacy"
"EmailItem","compliance@icftechnology.com","https://livehotty.com/privacy.html"
"EmailItem","support@livehotty.com","https://livehotty.com/privacy.html"
"EmailItem","compliance@icftechnology.com","https://livehotty.com/privacy.html"
"EmailItem","dpo@icftechnology.com","https://livehotty.com/privacy.html"
"EmailItem","naver_market@naver.com","http://www.vlive.tv/policies/privacy"
"EmailItem","npbcc@naver.com","http://www.vlive.tv/policies/privacy"
"EmailItem","privacy@naver.com","http://www.vlive.tv/policies/privacy"
"EmailItem","privacy@creativemarket.com","https://creativemarket.com/privacy"
"EmailItem","support@comicbook.com","http://comicbook.com/page/privacy"
"EmailItem","tiisupport@turnitin.com","https://guides.turnitin.com/Privacy_and_Security"
"EmailItem","legal@turnitin.com","https://guides.turnitin.com/Privacy_and_Security"
"EmailItem","dpo@turnitin.com","https://guides.turnitin.com/Privacy_and_Security"
"EmailItem","privacy@vmware.com","https://www.vmware.com/help/privacy.html"
"EmailItem","dataprivacy@lazada.com.ph","https://www.lazada.com.ph/privacy-policy/"
"EmailItem","change@urbanoufitters.com","https://www.urbanoutfitters.com/help/privacy"
"EmailItem","service@urbanoutfitters.com","https://www.urbanoutfitters.com/help/privacy"
"EmailItem","74609a83eb6a49fdb13731688f64e82f@sentry.io","https://www.urbanoutfitters.com/help/privacy"
"EmailItem","change@urbanoutfitters.com","https://www.urbanoutfitters.com/help/privacy"
"EmailItem","privacy@esrb.org","https://www.nintendo.com/privacy-policy"
"EmailItem","privacypolicy@noa.nintendo.com","https://www.nintendo.com/privacy-policy"
"EmailItem","stop@furaffinity.net","http://www.furaffinity.net/privacy"
"EmailItem","deleteme@furaffinity.net","http://www.furaffinity.net/privacy"
"EmailItem","myinfo@furaffinity.net","http://www.furaffinity.net/privacy"
"EmailItem","privacy@furaffinity.net","http://www.furaffinity.net/privacy"
"EmailItem","spam@ebay.com","https://pages.ebay.ca/help/policies/privacy-policy.html"
"EmailItem","spoof@ebay.com","https://pages.ebay.ca/help/policies/privacy-policy.html"
"EmailItem","privacy@exponential.com","https://www.azlyrics.com/privacy.html"
"EmailItem","privacy@udacity.com","https://www.udacity.com/legal/privacy"
"EmailItem","adsl.crm@bellsouth.com","http://www.att.net/s/s.dll?spage=cg/legal/att.htm&leg=tos"
"EmailItem","editor@news18.com","https://www.news18.com/privacy_policy.php"
"EmailItem","editor@news18.com","https://www.news18.com/privacy_policy.php"
"EmailItem","webmaster@codeproject.com","https://www.codeproject.com/info/privacy.aspx"
"EmailItem","webmaster@codeproject.com","https://www.codeproject.com/info/privacy.aspx"
"EmailItem","support@over-blog.com","https://www.over-blog.com/privacy-policy"
"EmailItem","contact@over-blog.com","https://www.over-blog.com/privacy-policy"
"EmailItem","dpo@webedia-group.com","https://www.over-blog.com/privacy-policy"
"EmailItem","time2talk@online-convert.com","https://www.online-convert.com/privacy"
"EmailItem","spam@ebay.com","https://pages.ebay.es/help/policies/privacy-policy.html"
"EmailItem","privacy.office@ebay.com","https://pages.ebay.es/help/policies/privacy-policy.html"
"EmailItem","spoof@ebay.com","https://pages.ebay.es/help/policies/privacy-policy.html"
"EmailItem","privacy-contact@list.alibaba-inc.com","https://www.lazada.co.id/privacy-policy/"
"EmailItem","info@123rf.com","https://de.123rf.com/privacy.php"
"EmailItem","hallo@123rf.de","https://de.123rf.com/privacy.php"
"EmailItem","info@123rf.com","https://de.123rf.com/privacy.php"
"EmailItem","feedback@bayt.com","https://www.bayt.com/en/pages/privacy-statement/"
"EmailItem","marketing@zhiding.cn","http://www.zhiding.cn/i/zdnet/div/privacy.shtml"
"EmailItem","complaint@zhiding.cn","http://www.zhiding.cn/i/zdnet/div/privacy.shtml"
"EmailItem","web_info@bastillepost.com","http://www.bastillepost.com/global/privacy_en"
"EmailItem","info.bpglobal@bastillepost.com","http://www.bastillepost.com/global/privacy_en"
"EmailItem","eay@cryptsoft.com","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","tomi.pievilainen@iki.fi","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","daniel@haxx.se","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","support_en@godsandglory.com","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","me@jarondl.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","gustavo@niemeyer.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","wf@wargaming.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","florent.xicluna@gmail.com","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","tarek@ziade.org","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","gabriel@nacaolivre.org","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","tjh@cryptsoft.com","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","yvesb@users.sourceforge.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","dpo@wargaming.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","privacy@wargaming.net","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","fgnass@gmail.com","http://legal.eu.wargaming.net/en/privacy-policy/"
"EmailItem","legal@flirt4free.com","https://www.flirt4free.com/privacy.php"
"EmailItem","customerservice@flirt4free.com","https://www.flirt4free.com/privacy.php"
"EmailItem","eu-privacy@blizzard.com","http://eu.blizzard.com/en-gb/company/about/privacy.html"
"EmailItem","dpo@blizzard.com","http://eu.blizzard.com/en-gb/company/about/privacy.html"
"EmailItem","privacy@blizzard.com","http://eu.blizzard.com/en-gb/company/about/privacy.html"
"EmailItem","hltv@hltv.org","https://www.hltv.org/privacy"
"EmailItem","eurepresentative@oneplus.com","https://www.oneplus.com/de/legal/privacy-policy"
"EmailItem","privacy@oneplus.com","https://www.oneplus.com/de/legal/privacy-policy"
"EmailItem","privacy@seekingalpha.com","https://seekingalpha.com/page/privacy"
"EmailItem","privacy@jetbrains.com","https://www.jetbrains.com/company/privacy.html"
"EmailItem","631a10aa6e804240af9798c69cd0fd6a@sentry.io","https://www.cloudflare.com/privacypolicy/"
"EmailItem","sap-shared-services@sap.com","https://www.sap.com/germany/about/legal/privacy.html"
"EmailItem","webmaster@sap.com","https://www.sap.com/germany/about/legal/privacy.html"
"EmailItem","privacy@sap.com","https://www.sap.com/germany/about/legal/privacy.html"
"EmailItem","security@jetbrains.com","http://www.jetbrains.com/privacy-security/?fromFooter="
"EmailItem","privacy@firstpost.com","https://www.firstpost.com/privacy"
"EmailItem","privacy@firstpost.com","https://www.firstpost.com/privacy"
"EmailItem","dpo@elsevier.com","https://www.elsevier.com/legal/privacy-policy-de-de"
"EmailItem","dfv.enquiry@hsbc.com.hk","https://www.hsbc.com.hk/legal/privacy-security/"
"EmailItem","dsars@ziprecruiter.com","https://www.ziprecruiter.com/privacy"
"EmailItem","cs@ziprecruiter.co.uk","https://www.ziprecruiter.com/privacy"
"EmailItem","privacy@ziprecruiter.com","https://www.ziprecruiter.com/privacy"
"EmailItem","cs@ziprecruiter.com","https://www.ziprecruiter.com/privacy"
"EmailItem","support@ziprecruiter.com","https://www.ziprecruiter.com/privacy"
"EmailItem","support@ziprecruiter.co.uk","https://www.ziprecruiter.com/privacy"
"EmailItem","privacy@fetlife.com","https://fetlife.com/privacy"
"EmailItem","dpo@pcpartpicker.com","https://pcpartpicker.com/privacy/"
"EmailItem","gdpr@pcpartpicker.com","https://pcpartpicker.com/privacy/"
"EmailItem","support@pcpartpicker.com","https://pcpartpicker.com/privacy/"
"EmailItem","privacy-officer@freelancer.com","https://www.freelancer.com/about/privacy"
"EmailItem","dataprivacyofficer@ldschurch.org","https://www.lds.org/legal/privacy?lang=eng"
"EmailItem","team@roll20.net","https://wiki.roll20.net/Terms_of_Service_and_Privacy_Policy"
"EmailItem","contact@ghanaweb.com","https://www.ghanaweb.com/GhanaHomePage/privacy_policy.php"
"EmailItem","parentcare@tagged.com","http://www.tagged.com/terms_of_service.html"
"EmailItem","copyright@themeetgroup.com","http://www.tagged.com/terms_of_service.html"
"EmailItem","support@themeetgroup.com","http://www.tagged.com/terms_of_service.html"
"EmailItem","support@themeetgroup.com.","http://www.tagged.com/terms_of_service.html"
"EmailItem","support@npmjs.com","https://www.npmjs.com/policies/privacy"
"EmailItem","npm@gdpr-rep.com","https://www.npmjs.com/policies/privacy"
"EmailItem","privacy@npmjs.com","https://www.npmjs.com/policies/privacy"
"EmailItem","privacy@chosun.com","http://members.chosun.com/cms_user/privacy/web/index.jsp"
"EmailItem","privacy2@chosun.com","http://members.chosun.com/cms_user/privacy/web/index.jsp"
"EmailItem","contact@corp.india.com","http://www.india.com/privacy-policy/"
"EmailItem","pr@corp.india.com","http://www.india.com/news/world/software-bug-compromised-facebook-privacy-made-posts-of-14-million-users-public-3098577/"
"EmailItem","shubhangii.gupta@corp.india.com","http://www.india.com/news/world/software-bug-compromised-facebook-privacy-made-posts-of-14-million-users-public-3098577/"
"EmailItem","yourfriends@medium.com","https://blog.scroll.in/privacy-policy-764ca1ea1166?gi=fafc8201897b"
"EmailItem","hello@scroll.in","https://blog.scroll.in/privacy-policy-764ca1ea1166?gi=fafc8201897b"
"EmailItem","partnerprogram@medium.com","https://blog.scroll.in/privacy-policy-764ca1ea1166?gi=fafc8201897b"
"EmailItem","info@lge.de","http://www.lg.com/de/privacy"
"EmailItem","dpo-eu@lge.com","http://www.lg.com/de/privacy"
"EmailItem","dpo@stripe.com","https://stripe.com/de/privacy"
"EmailItem","dpo@skroutz.gr","https://www.skroutz.gr/privacy"
"EmailItem","privacy@skroutz.gr","https://www.skroutz.gr/privacy"
"EmailItem","support@trafficshop.com","https://www.trafficshop.com/guest/page/privacy"
"EmailItem","support@trafficshop.com","https://www.trafficshop.com/guest/page/privacy"
"EmailItem","eay@cryptsoft.com","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","tomi.pievilainen@iki.fi","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","daniel@haxx.se","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","me@jarondl.net","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","gustavo@niemeyer.net","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","florent.xicluna@gmail.com","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","tarek@ziade.org","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","gabriel@nacaolivre.org","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","tjh@cryptsoft.com","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","yvesb@users.sourceforge.net","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","dpo@wargaming.net","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","privacy@wargaming.net","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","fgnass@gmail.com","http://legal.ru.wargaming.net/ru/url/privacy-policy/"
"EmailItem","dpt@change.org","https://www.change.org/policies/privacy"
"EmailItem","7fbb2288ec794bef8ae6cad3689c63ba@sentry.io","https://padlet.com/about/privacy"
"EmailItem","pr@rockstargames.com","https://www.rockstargames.com/privacy"
"EmailItem","mouthoff@rockstargames.com","https://www.rockstargames.com/privacy"
"EmailItem","info@pixlr.com","http://pixlr.com/privacy-policy"
"EmailItem","member@liontravel.com","https://www.liontravel.com/info/notice/orderinfo/privacy.asp"
"EmailItem","uwprivacy@uw.edu","http://www.washington.edu/online/privacy/"
"EmailItem","exchange@quikr.com","https://www.quikr.com/html/policies.php"
"EmailItem","privacy@quikr.com","https://www.quikr.com/html/policies.php"
"EmailItem","certified@quikr.com","https://www.quikr.com/html/policies.php"
"EmailItem","privacy@hostgator.com","https://www.hostgator.com/privacy"
"EmailItem","transfers@hostgator.com","https://www.hostgator.com/privacy"
"EmailItem","customerservice@clips4sale.com","https://www.clips4sale.com/clips/page/privacypolicy"
"EmailItem","support@clips4sale.com","https://www.clips4sale.com/clips/page/privacypolicy"
"EmailItem","rpd@pec.ansa.it","http://www.ansa.it/sito/static/privacy.html"
"EmailItem","privacy@collegedunia.com","https://collegedunia.com/privacy-policy"
"EmailItem","cpo@bt.com","https://www.productsandservices.bt.com/privacy-policy/"
"EmailItem","support@mirtesen.ru","http://mirtesen.ru/privacy"
"EmailItem","airasia_privacycompliance@airasia.com","https://www.airasia.com/my/en/about-us/privacy-policy.page"
"EmailItem","dataprotection@canonical.com","https://www.ubuntu.com/legal/dataprivacy"
"EmailItem","thestaff@tvtropes.org","http://tvtropes.org/pmwiki/privacypolicy.php"
"EmailItem","20advertising@proper.io","http://tvtropes.org/pmwiki/privacypolicy.php"
"EmailItem","advertising@proper.io","http://tvtropes.org/pmwiki/privacypolicy.php"
"EmailItem","support@starzplayarabia.com","https://arabia.starzplay.com/en/privacypolicy"
"EmailItem","support@payumoney.com","https://www.payumoney.com/privacypolicy.html"
"EmailItem","support@kongregate.com","http://www.kongregate.com/privacy"
"EmailItem","support@kongregate.com","http://www.kongregate.com/privacy"
"EmailItem","privacy@mheducation.com","https://www.mheducation.com/privacy.html"
"EmailItem","privacy@exponential.com","https://www.emuparadise.me/privacy.php"
"EmailItem","dpo@rsc.org","http://www.rsc.org/help-legal/legal/privacy/"
"EmailItem","webmaster@rsc.org","http://www.rsc.org/help-legal/legal/privacy/"
"EmailItem","marketing@rsc.org","http://www.rsc.org/help-legal/legal/privacy/"
"EmailItem","to@email.com","http://www.rsc.org/help-legal/legal/privacy/"
"EmailItem","from@email.com","http://www.rsc.org/help-legal/legal/privacy/"
"EmailItem","20connect@rentcafe.com","https://www.rentcafe.com/apartments/privacypolicy.aspx"
"EmailItem","privacy@rentcafe.com","https://www.rentcafe.com/apartments/privacypolicy.aspx"
"EmailItem","connect@rentcafe.com","https://www.rentcafe.com/apartments/privacypolicy.aspx"
"EmailItem","privacy@start.me","https://start.me/en/privacy"
"EmailItem","support@start.me","https://start.me/en/privacy"
"EmailItem","contact@chucklefish.org","https://stardewvalleywiki.com/Stardew_Valley_Wiki:Privacy_policy"
"EmailItem","contact@chucklefish.com","https://stardewvalleywiki.com/Stardew_Valley_Wiki:Privacy_policy"
"EmailItem","contact@chucklefish.com","https://stardewvalleywiki.com/Stardew_Valley_Wiki:Privacy_policy"
"EmailItem","web@umark.wisc.edu","https://www.wisc.edu/privacy-statement/"
"EmailItem","homepage@umark.wisc.edu","https://www.wisc.edu/privacy-statement/"
"EmailItem","support@moviesfanatic.com","http://www.moviesfanatic.com/privacy"
"EmailItem","privacy@moviesfanatic.com","http://www.moviesfanatic.com/privacy"
"EmailItem","dict@leo.org","https://dict.leo.org/pages/about/ende/privacyPolicy_en.html"
"EmailItem","venkat@greatandhra.com","https://www.greatandhra.com/privacy.php"
"EmailItem","support@itch.io","https://itch.io:443/docs/legal/privacy-policy"
"EmailItem","privacy@xero.com","https://www.xero.com/about/privacy/"
"EmailItem","privacy@xero.com","https://www.xero.com/about/terms/privacy/"
"EmailItem","privacy@techatarget.com","https://www.techtarget.com/privacy-policy-may25/"
"EmailItem","privacy@techtarget.com","https://www.techtarget.com/privacy-policy-may25/"
"EmailItem","info@tfetimes.com","https://tfetimes.com/privacy-policy/"
"EmailItem","webmaster@transunionitc.co.za","https://www.fnb.co.za/about-fnb/legal-matters/privacy-policy.html"
"EmailItem","support@fidonav.com","http://fidonav.com/about"
